2015 Order,2008 Order,2004Order,Name,Company,2008Cat,2008CatName,2008Sub,2008SubName,2015 Cat,2015CatName,2015 Sub,2015SubName,2015 Sort,Date,Source
384,ADD,,Urthel Hop It,Urthel,,,,,21,IPA,B(1),Specialty IPA: Belgian IPA,6,2015,CLASSIC
385,ADD,,21st Amendment Back in Black (standard),21st Amendment,,,,,21,IPA,B(2),Specialty IPA: Black IPA,1,2015,CLASSIC
386,ADD,,Deschutes Hop in the Dark CDA (standard),Deschutes,,,,,21,IPA,B(2),Specialty IPA: Black IPA,2,2015,CLASSIC
387,ADD,,Rogue Dad’s Little Helper (standard),Rogue,,,,,21,IPA,B(2),Specialty IPA: Black IPA,3,2015,CLASSIC
388,ADD,,Southern Tier Iniquity (double),Southern Tier,,,,,21,IPA,B(2),Specialty IPA: Black IPA,4,2015,CLASSIC
389,ADD,,Widmer Pitch Black IPA (standard),Widmer,,,,,21,IPA,B(2),Specialty IPA: Black IPA,5,2015,CLASSIC
390,ADD,,Dogfish Head Indian Brown Ale,Dogfish Head,,,,,21,IPA,B(3),Specialty IPA: Brown IPA,1,2015,CLASSIC
391,ADD,,Grand Teton Bitch Creek,Grand Teton,,,,,21,IPA,B(3),Specialty IPA: Brown IPA,2,2015,CLASSIC
392,ADD,,Harpoon Brown IPA,Harpoon,,,,,21,IPA,B(3),Specialty IPA: Brown IPA,3,2015,CLASSIC
393,ADD,,Russian River Janet’s Brown Ale,Russian River,,,,,21,IPA,B(3),Specialty IPA: Brown IPA,4,2015,CLASSIC
394,ADD,,Green Flash Hop Head Red Double IPA,Green Flash,,,,,21,IPA,B(4),Specialty IPA: Red IPA,1,2015,CLASSIC
395,ADD,,Midnight Sun Sockeye Red,Midnight Sun,,,,,21,IPA,B(4),Specialty IPA: Red IPA,2,2015,CLASSIC
396,ADD,,Sierra Nevada Flipside Red IPA,Sierra Nevada,,,,,21,IPA,B(4),Specialty IPA: Red IPA,3,2015,CLASSIC
397,ADD,,Summit Horizon Red IPA,Summit,,,,,21,IPA,B(4),Specialty IPA: Red IPA,4,2015,CLASSIC
398,ADD,,Odell Runoff Red IPA,O'Dell,,,,,21,IPA,B(4),Specialty IPA: Red IPA,5,2015,CLASSIC
399,ADD,,Arcadia Sky High Rye,Arcadia,,,,,21,IPA,B(5),Specialty IPA: Rye IPA,1,2015,CLASSIC
400,ADD,,Bear Republic Hop Rod Rye,Bear Republic,,,,,21,IPA,B(5),Specialty IPA: Rye IPA,2,2015,CLASSIC
401,ADD,,Founders Reds Rye,Founder's,,,,,21,IPA,B(5),Specialty IPA: Rye IPA,3,2015,CLASSIC
402,ADD,,Great Lakes Rye of the Tiger,Great Lakes,,,,,21,IPA,B(5),Specialty IPA: Rye IPA,4,2015,CLASSIC
403,ADD,,Sierra Nevada Ruthless Rye,Sierra Nevada,,,,,21,IPA,B(5),Specialty IPA: Rye IPA,5,2015,CLASSIC
404,ADD,,Blue Point White IPA,Blue Point,,,,,21,IPA,B(6),Specialty IPA: White IPA,1,2015,CLASSIC
405,ADD,,Deschutes Chainbreaker IPA,Deschutes,,,,,21,IPA,B(6),Specialty IPA: White IPA,2,2015,CLASSIC
406,ADD,,Harpoon The Long Thaw,Harpoon,,,,,21,IPA,B(6),Specialty IPA: White IPA,3,2015,CLASSIC
407,ADD,,New Belgium Accumulation,New Belgium,,,,,21,IPA,B(6),Specialty IPA: White IPA,4,2015,CLASSIC
408,482,ADD,Avery Maharaja,Avery,14,India Pale Ale,C,Imperial IPA,22,Strong American Ale,A,Double IPA,1,2008,CLASSIC
409,ADD,,Fat Heads Hop Juju,Fat Head,,,,,22,Strong American Ale,A,Double IPA,2,2015,CLASSIC
410,ADD,,Firestone Walker Double Jack,Firestone Walker,,,,,22,Strong American Ale,A,Double IPA,3,2015,CLASSIC
411,ADD,,Port Brewing Hop 15,Port Brewing,,,,,22,Strong American Ale,A,Double IPA,4,2015,CLASSIC
412,480,395,Russian River Pliny the Elder,Russian River,14,India Pale Ale,C,Imperial IPA,22,Strong American Ale,A,Double IPA,5,2004,CLASSIC
413,484,393,Stone Ruination IPA,Stone,14,India Pale Ale,C,Imperial IPA,22,Strong American Ale,A,Double IPA,6,2004,CLASSIC
414,481,394,Three Floyd's Dreadnaught,Three Floyds,14,India Pale Ale,C,Imperial IPA,22,Strong American Ale,A,Double IPA,7,2004,CLASSIC
415,905,ADD,Bear Republic Red Rocket Ale,Bear Republic,23,Specialty Beer,A,Specialty Beer,22,Strong American Ale,B,American Strong Ale,1,2008,CLASSIC
416,ADD,,Great Lakes Nosferatu,Great Lakes,,,,,22,Strong American Ale,B,American Strong Ale,2,2015,CLASSIC
417,ADD,,Terrapin Big Hoppy Monster,Terrapin,,,,,22,Strong American Ale,B,American Strong Ale,3,2015,CLASSIC
418,ADD,,Port Brewing Shark Attack Double Red,Port Brewing,,,,,22,Strong American Ale,B,American Strong Ale,4,2015,CLASSIC
419,ADD,397,Stone Arrogant Bastard,Stone,14,India Pale Ale,C,Imperial IPA,22,Strong American Ale,B,American Strong Ale,5,2004,CLASSIC
420,794,630,Avery Hog Heaven Barleywine,Avery,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,1,2004,CLASSIC
421,796,627,Anchor Old Foghorn,Anchor,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,2,2004,CLASSIC
422,791,ADD,Great Divide Old Ruffian,Great Divide,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,3,2008,CLASSIC
423,793,626,Rogue Old Crustacean,Rogue,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,4,2004,CLASSIC
424,790,625,Sierra Nevada Bigfoot,Sierra Nevada,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,5,2004,CLASSIC
425,792,628,Victory Old Horizontal,Victory,19,Strong Ale,C,American Barleywine,22,Strong American Ale,C,American Barleywine,6,2004,CLASSIC
426,ADD,,Rubicon Winter Wheat Wine,Rubicon,,,,,22,Strong American Ale,D,Wheatwine,1,2015,CLASSIC
427,ADD,,Two Brothers Bare Trees Weiss Wine,Two Brothers,,,,,22,Strong American Ale,D,Wheatwine,2,2015,CLASSIC
428,ADD,,Smuttynose Wheat Wine,Smuttynose,,,,,22,Strong American Ale,D,Wheatwine,3,2015,CLASSIC
429,ADD,,Portsmouth Wheat Wine,Portsmouth,,,,,22,Strong American Ale,D,Wheatwine,4,2015,CLASSIC
430,633,ADD,Bahnhof Berliner Style Weisse,Bahnhof,17,Sour Ale,A,Berliner Weisse,23,European Sour Ale,A,Berliner Weiss,1,2008,CLASSIC
431,630,501,Berliner Kindl Weisse,Kindl,17,Sour Ale,A,Berliner Weisse,23,European Sour Ale,A,Berliner Weiss,2,2004,CLASSIC
432,631,502,Nodding Head Berliner Weisse ,Nodding Head,17,Sour Ale,A,Berliner Weisse,23,European Sour Ale,A,Berliner Weiss,3,2004,CLASSIC
433,ADD,,The Bruery Hottenroth,The Bruery,,,,,23,European Sour Ale,A,Berliner Weiss,4,2015,CLASSIC
434,ADD,,Cuvée des Jacobins Rouge,Cuvée des Jacobins,,,,,23,European Sour Ale,B,Flanders Red Ale,1,2015,CLASSIC
435,640,506,Duchesse de Bourgogne,Duchesse de Bourgogne,17,Sour Ale,B,Flanders Red Ale,23,European Sour Ale,B,Flanders Red Ale,2,2004,CLASSIC
436,638,504,Rodenbach Grand Cru,Rodenbach,17,Sour Ale,B,Flanders Red Ale,23,European Sour Ale,B,Flanders Red Ale,3,2004,CLASSIC
437,637,503,Rodenbach Klassiek,Rodenbach,17,Sour Ale,B,Flanders Red Ale,23,European Sour Ale,B,Flanders Red Ale,4,2004,CLASSIC
438,644,510,Verhaege Vichtenaar Flemish Ale,Verhaege Vichtenaar ,17,Sour Ale,B,Flanders Red Ale,23,European Sour Ale,B,Flanders Red Ale,5,2004,CLASSIC
439,652,514,Ichtegem Oud Bruin,Ichtegem,17,Sour Ale,C,Flanders Brown Ale/Oud Bruin,23,European Sour Ale,C,Oud Bruin,1,2004,CLASSIC
440,649,511,Liefman's Goudenband,Liefman's,17,Sour Ale,C,Flanders Brown Ale/Oud Bruin,23,European Sour Ale,C,Oud Bruin,2,2004,CLASSIC
441,651,513,Liefman's Oud Bruin,Liefman's,17,Sour Ale,C,Flanders Brown Ale/Oud Bruin,23,European Sour Ale,C,Oud Bruin,3,2004,CLASSIC
442,642,508,Petrus Oud Bruin,Petrus,17,Sour Ale,B,Flanders Red Ale,23,European Sour Ale,C,Oud Bruin,4,2004,CLASSIC
443,653,ADD,Riva Vondel,Riva,17,Sour Ale,C,Flanders Brown Ale/Oud Bruin,23,European Sour Ale,C,Oud Bruin,5,2008,CLASSIC
444,ADD,,Vanderghinste Bellegems Bruin,Vanderghinste,,,,,23,European Sour Ale,C,Oud Bruin,6,2015,CLASSIC
445,654,515,Cantillon Grand Cru Bruocsella,Cantillon,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,1,2004,CLASSIC
446,655,516,De Cam Lambic,De Cam,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,2,2004,CLASSIC
447,656,517,Boon Lambic,Boon,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,3,2004,CLASSIC
448,657,518,Cantillon Lambic,Cantillon,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,4,2004,CLASSIC
449,658,519,Drie Fonteinen Lambic,Drie Fonteinen,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,5,2004,CLASSIC
450,659,520,Lindemans Lambic,Lindemans,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,6,2004,CLASSIC
451,660,ADD,Timmermans Lambic,Timmermans,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,7,2008,CLASSIC
452,661,521,Girardin Lambic,Girardin,17,Sour Ale,D,Straight (Unblended) Lambic,23,European Sour Ale,D,Lambic,8,2004,CLASSIC
453,662,522,Boon Oude Gueuze,Boon,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,1,2004,CLASSIC
454,663,523,Boon Oude Gueuze Mariage Parfait,Boon,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,2,2004,CLASSIC
455,667,527,Cantillon Gueuze,Cantillon,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,3,2004,CLASSIC
456,664,524,De Cam Gueuze,De Cam,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,4,2004,CLASSIC
457,665,525,De Cam/Drie Fonteinen Millennium Gueuze,De Cam/Drie Fonteinen,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,5,2004,CLASSIC
458,666,526,Drie Fonteinen Oud Gueuze,Drie Fonteinen,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,6,2004,CLASSIC
459,670,530,Girardin Gueuze (Black Label),Girardin Gueuze,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,7,2004,CLASSIC
460,668,528,Hanssens Oude Gueuze,Hanssens,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,8,2004,CLASSIC
461,669,529,Lindemans Gueuze Cuvée René,Lindemans,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,9,2004,CLASSIC
462,671,531,Mort Subite (Unfiltered) Gueuze,Mort Subite,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,10,2004,CLASSIC
463,672,532,Oud Beersel Oude Gueuze ,Oud Beersel,17,Sour Ale,E,Gueuze,23,European Sour Ale,E,Gueuze,11,2004,CLASSIC
464,673,533,Boon Framboise Marriage Parfait,Boon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,1,2004,CLASSIC
465,674,534,Boon Kriek Mariage Parfait,Boon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,2,2004,CLASSIC
466,675,535,Boon Oude Kriek,Boon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,3,2004,CLASSIC
467,676,536,Cantillon Fou' Foune (apricot),Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,4,2004,CLASSIC
468,677,537,Cantillon Kriek,Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,5,2004,CLASSIC
469,678,538,Cantillon Lou Pepe Kriek,Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,6,2004,CLASSIC
470,679,539,Cantillon Lou Pepe Framboise,Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,7,2004,CLASSIC
471,680,540,Cantillon Rose de Gambrinus,Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,8,2004,CLASSIC
472,681,541,Cantillon St. Lamvinus (merlot grape),Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,9,2004,CLASSIC
473,682,542,Cantillon Vigneronne (muscat grape),Cantillon,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,10,2004,CLASSIC
474,683,543,De Cam Oude Kriek,De Cam,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,11,2004,CLASSIC
475,684,544,Drie Fonteinen Kriek,Drie Fonteinen,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,12,2004,CLASSIC
476,685,545,Girardin Kriek,Girardin,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,13,2004,CLASSIC
477,686,546,Hanssens Oude Kriek,Hanssens,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,14,2004,CLASSIC
478,687,547,Oud Beersel Kriek ,Oud Beersel,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,15,2004,CLASSIC
479,688,ADD,Mort Subite Kriek,Mort Subite,17,Sour Ale,F,Fruit Lambic,23,European Sour Ale,F,Fruit Lambic,16,2008,CLASSIC
480,535,ADD,Allagash White,Allagash,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,1,2008,CLASSIC
481,536,425,Blanche de Bruxelles,Blanche de Bruxelles,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,2,2004,CLASSIC
482,531,428,Celis White,Celis,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,3,2004,CLASSIC
483,529,422,Hoegaarden Wit,Hoegaarden,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,4,2004,CLASSIC
484,537,ADD,Ommegang Witte,Ommegang,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,5,2008,CLASSIC
485,530,ADD,St. Bernardus Witbier,St. Bernardus,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,6,2008,CLASSIC
486,534,ADD,Wittekerke,Wittekerke,16,Belgian and French Ale,A,Witbier,24,Belgian Ale,A,Witbier,7,2008,CLASSIC
487,544,433,De Koninck,De Koninck,16,Belgian and French Ale,B,Belgian Pale Ale,24,Belgian Ale,B,Belgian Pale Ale,1,2004,CLASSIC
488,ADD,,De Ryck Special,De Ryck,,,,,24,Belgian Ale,B,Belgian Pale Ale,2,2015,CLASSIC
489,ADD,,Palm Dobble,Palm,,,,,24,Belgian Ale,B,Belgian Pale Ale,3,2015,CLASSIC
490,545,434,Palm Speciale,Palm,16,Belgian and French Ale,B,Belgian Pale Ale,24,Belgian Ale,B,Belgian Pale Ale,4,2004,CLASSIC
491,572,456,Ch'Ti Brun (brown),Ch'Ti,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,1,2004,CLASSIC
492,573,457,Ch'Ti Blond (blond),Ch'Ti,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,2,2004,CLASSIC
493,569,ADD,Jenlain (amber),Jenlain,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,3,2008,CLASSIC
494,570,ADD,Jenlain Bière de Printemps (blond),Jenlain,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,4,2008,CLASSIC
495,574,458,La Choulette (all 3 versions),La Choulette,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,5,2004,CLASSIC
496,571,455,St. Amand (brown),St. Amand,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,6,2004,CLASSIC
497,576,460,Saint Sylvestre 3 Monts (blonde),Saint Sylvestre,16,Belgian and French Ale,D,Biere de Garde,24,Belgian Ale,C,Bière de Garde,7,2004,CLASSIC
498,547,ADD,Russian River Perdition,Russian River,16,Belgian and French Ale,B,Belgian Pale Ale,24,Belgian Ale,C,Bière de Garde,8,2008,CLASSIC
499,690,549,Affligem Blond,Affligem,18,Begian Strong Ale,A,Belgian Blond Ale,25,Strong Belgian Ale,A,Belgian Blond Ale,1,2004,CLASSIC
500,692,551,Grimbergen Blond,Grimbergen,18,Begian Strong Ale,A,Belgian Blond Ale,25,Strong Belgian Ale,A,Belgian Blond Ale,2,2004,CLASSIC
501,691,550,La Trappe (Koningshoeven) Blond,La Trappe,18,Begian Strong Ale,A,Belgian Blond Ale,25,Strong Belgian Ale,A,Belgian Blond Ale,3,2004,CLASSIC
502,689,548,Leffe Blond,Leffe,18,Begian Strong Ale,A,Belgian Blond Ale,25,Strong Belgian Ale,A,Belgian Blond Ale,4,2004,CLASSIC
503,693,552,Val-Dieu Blond,Val-Dieu,18,Begian Strong Ale,A,Belgian Blond Ale,25,Strong Belgian Ale,A,Belgian Blond Ale,5,2004,CLASSIC
504,557,443,Fantôme Saison D'Erezée - Printemps,Fantô̫me,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,2,2004,CLASSIC
505,ADD,,Ellezelloise Saison,Ellezelloise,,,,,25,Strong Belgian Ale,B,Saison,2,2015,CLASSIC
506,561,448,Lefebvre Saison 1900,Lefebvre,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,3,2004,CLASSIC
507,555,441,Saison Dupont Vielle Provison,Dupont,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,4,2004,CLASSIC
508,558,ADD,Saison de Pipaix,Pipax,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,5,2008,CLASSIC
509,559,446,Saison Regal,Regal,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,6,2004,CLASSIC
510,560,447,Saison Voisin,Voisin,16,Belgian and French Ale,C,Saison,25,Strong Belgian Ale,B,Saison,7,2004,CLASSIC
511,ADD,,Boulevard Tank 7 Farmhouse Ale,Boulevard,,,,,25,Strong Belgian Ale,B,Saison,8,2015,CLASSIC
512,737,582,Brigand,Brigand,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,1,2004,CLASSIC
513,739,584,Delirium Tremens,Delirium Tremens,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,2,2004,CLASSIC
514,740,585,Dulle Teve,Dulle Teve,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,3,2004,CLASSIC
515,733,579,Duvel,Duvel,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,4,2004,CLASSIC
516,738,583,Judas,Judas,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,5,2004,CLASSIC
517,736,581,Lucifer,Lucifer,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,6,2004,CLASSIC
518,741,ADD,Piraat,?,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,7,2008,CLASSIC
519,734,ADD,Russian River Damnation,Russian River,18,Begian Strong Ale,D,Belgian Golden Strong Ale,25,Strong Belgian Ale,C,Belgian Golden Strong Ale,8,2008,CLASSIC
520,ADD,,Achel 5° Blond,Achel,,,,,26,Trappist Ale,A,Trappist Single,1,2015,CLASSIC
521,ADD,,St.Bernardus Extra 4,St.Bernardus,,,,,26,Trappist Ale,A,Trappist Single,2,2015,CLASSIC
522,ADD,,Westmalle Extra,Westmalle,,,,,26,Trappist Ale,A,Trappist Single,3,2015,CLASSIC
523,ADD,,Westvleteren Blond,Westvleteren,,,,,26,Trappist Ale,A,Trappist Single,4,2015,CLASSIC
524,703,559,Affligem Dubbel,Affligem,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,1,2004,CLASSIC
525,704,560,Chimay Premiere (Red),Chimay,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,2,2004,CLASSIC
526,ADD,,Corsendonk Pater,Corsendonk,,,,,26,Trappist Ale,B,Belgian Dubbel,3,2015,CLASSIC
527,702,558,Grimbergen Double,Grimbergen,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,4,2004,CLASSIC
528,700,556,La Trappe Dubbel,La Trappe,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,5,2004,CLASSIC
529,699,ADD,St. Bernardus Pater 6,St. Bernardus,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,6,2008,CLASSIC
530,ADD,,Trappistes Rochefort 6,Rochefort,,,,,26,Trappist Ale,B,Belgian Dubbel,7,2015,CLASSIC
531,698,555,Westmalle Dubbel,Westmalle,18,Begian Strong Ale,B,Belgian Dubbel,26,Trappist Ale,B,Belgian Dubbel,8,2004,CLASSIC
532,720,569,Affligem Tripel,Affligem,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,1,2004,CLASSIC
533,717,566,Chimay Cinq Cents (White),Chimay,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,2,2004,CLASSIC
534,715,ADD,La Rulles Tripel,La Rulles,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,3,2008,CLASSIC
535,722,571,La Trappe Tripel ,La Trappe,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,4,2004,CLASSIC
536,716,568,St. Bernardus Tripel,St. Bernardus,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,5,2004,CLASSIC
537,729,576,Unibroue La Fin du Monde,Unibroue,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,6,2004,CLASSIC
538,719,567,Val-Dieu Triple,Val-Dieu,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,7,2004,CLASSIC
539,718,ADD,Watou Tripel,Watou,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,8,2008,CLASSIC
540,714,565,Westmalle Tripel,Westmalle,18,Begian Strong Ale,C,Belgian Tripel,26,Trappist Ale,C,Belgian Tripel,9,2004,CLASSIC
541,751,ADD,Achel Extra Brune,Achel,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,1,2008,CLASSIC
542,ADD,,Boulevard The Sixth Glass,Boulevard,,,,,26,Trappist Ale,D,Belgian Dark Strong Ale,2,2015,CLASSIC
543,ADD,,Chimay Grande Réserve,Chimay,,,,,26,Trappist Ale,D,Belgian Dark Strong Ale,3,2015,CLASSIC
544,750,594,Gouden Carolus Grand Cru of the Emperor,Gouden Carolus,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,4,2004,CLASSIC
545,752,592,Rochefort 8 (green cap),Rochefort,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,5,2004,CLASSIC
546,748,589,Rochefort 10 (blue cap),Rochefort,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,6,2004,CLASSIC
547,749,593,St. Bernardus Abt 12,St. Bernardus,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,7,2004,CLASSIC
548,747,590,Westvleteren 12 (yellow cap),Westvleteren,18,Begian Strong Ale,E,Belgian Dark Strong Ale,26,Trappist Ale,D,Belgian Dark Strong Ale,8,2004,CLASSIC
549,ADD,,Anderson Valley Gose,Anderson Valley,,,,,27,Historical Beer,A(1),Historical Beer: Gose,1,2015,CLASSIC
550,ADD,,Bayerisch Bahnhof Leipziger Gose,Bayerisch,,,,,27,Historical Beer,A(1),Historical Beer: Gose,2,2015,CLASSIC
551,ADD,,Döllnitzer Ritterguts Gose,Döllnitzer,,,,,27,Historical Beer,A(1),Historical Beer: Gose,3,2015,CLASSIC
552,ADD,,Apocalypse Brew Works Ortel’s 1912,Apocalypse Brew Works,,,,,27,Historical Beer,A(2),Historical Beer: Kentucky Common,1,2015,CLASSIC
553,ADD,,Harveys Bloomsbury Brown Ale,Harveys,,,,,27,Historical Beer,A(4),Historical Beer: London Brown Ale,1,2015,CLASSIC
554,341,277,Mann's Brown Ale,Mann's,11,English Brown Ale,B,Southern English Brown,27,Historical Beer,A(4),Historical Beer: London Brown Ale,2,2004,CLASSIC
555,ADD,,Anchor California Lager,Anchor,,,,,27,Historical Beer,A(6),Historical Beer: Pre-Prohibition Lager,1,2015,CLASSIC
556,ADD,,Coors Batch 19,Coors,,,,,27,Historical Beer,A(6),Historical Beer: Pre-Prohibition Lager,2,2015,CLASSIC
557,ADD,,Little Harpeth Chicken Scratch,Little Harpeth,,,,,27,Historical Beer,A(6),Historical Beer: Pre-Prohibition Lager,3,2015,CLASSIC
558,ADD,,Stegmaier Porter,Stegmaier,,,,,27,Historical Beer,A(7),Historical Beer: Pre-Prohibition Porter,1,2015,CLASSIC
559,ADD,291,Yuengling Porter,Yuengling,12,Porter,A,Brown Porter,27,Historical Beer,A(7),Historical Beer: Pre-Prohibition Porter,2,2004,CLASSIC
560,ADD,,Thurn und Taxis Roggen,Thurn und Taxis,,,,,27,Historical Beer,A(8),Historical Beer: Roggenbier,1,2015,CLASSIC
561,ADD,,Boulevard Saison Brett,Boulevard,,,,,28,American Wild Ale,A,Brett Beer,1,2015,CLASSIC
562,ADD,,Hill Farmstead Arthur,Hill Farmstead,,,,,28,American Wild Ale,A,Brett Beer,2,2015,CLASSIC
563,ADD,,Logsdon Seizoen Bretta,Logsdon,,,,,28,American Wild Ale,A,Brett Beer,3,2015,CLASSIC
564,ADD,,Russian River Sanctification,Russian River,,,,,28,American Wild Ale,A,Brett Beer,4,2015,CLASSIC
565,ADD,,The Bruery Saison Rue,The Bruery,,,,,28,American Wild Ale,A,Brett Beer,5,2015,CLASSIC
566,ADD,,Victory Helios,Victory,,,,,28,American Wild Ale,A,Brett Beer,6,2015,CLASSIC
567,ADD,,Boulevard Love Child,Boulevard,,,,,28,American Wild Ale,B,Mixed-Fermentation Sour Beer,1,2015,CLASSIC
568,ADD,,Cascade Vlad the Imp Aler,Cascade,,,,,28,American Wild Ale,B,Mixed-Fermentation Sour Beer,2,2015,CLASSIC
