2015 Order,2008 Order,2004Order,Name,Company,2008Cat,2008CatName,2008Sub,2008SubName,2015 Cat,2015CatName,2015 Sub,2015SubName,2015 Sort,Date,Source
DEL,928,ADD,Redstone Sunshine Nectar,Redstone,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,929,730,Bees Brothers Raspberry Mead ,Bees Brothers,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2004,CLASSIC
DEL,930,ADD,Intermiel Honey Wine and Raspberries,Intermiel,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,931,ADD,Intermiel Honey Wine and Blueberries,Intermiel,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,932,ADD,Intermiel Honey Wine and Black Currants,Intermiel,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,933,ADD,Long Island Meadery Blueberry Mead,Long Island Meadery,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,934,ADD,Mountain Meadows Cranberry Mead,Mountain Meadows,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,935,ADD,Mountain Meadows Cherry Mead,Mountain Meadows,25,Melomel (Fruit Mead),C,Other Fruit Melomel,,,,,,2008,CLASSIC
DEL,936,731,Bonair Chili Mead ,Bonair,26,Other Mead,A,Metheglin,,,,,,2004,CLASSIC
DEL,937,ADD,Redstone Juniper Mountain Honey Wine,Redstone,26,Other Mead,A,Metheglin,,,,,,2008,CLASSIC
DEL,938,ADD,Redstone Vanilla Beans and Cinnamon Sticks Mountain Honey Wine,Redstone,26,Other Mead,A,Metheglin,,,,,,2008,CLASSIC
DEL,939,ADD,Long Island Meadery Vanilla Mead,Long Island Meadery,26,Other Mead,A,Metheglin,,,,,,2008,CLASSIC
DEL,940,ADD,iQhilika Africa Birds Eye Chilli Mead,iQhilika,26,Other Mead,A,Metheglin,,,,,,2008,CLASSIC
DEL,941,ADD,Mountain Meadows Spice Nectar,Mountain Meadows,26,Other Mead,A,Metheglin,,,,,,2008,CLASSIC
DEL,942,ADD,Rabbit's Foot Diabhal,Rabbit's Foot,26,Other Mead,B,Braggot,,,,,,2008,CLASSIC
DEL,943,ADD,Rabbit's Foot Bière de Miele,Rabbit's Foot,26,Other Mead,B,Braggot,,,,,,2008,CLASSIC
DEL,944,732,Magic Hat Braggot,Magic Hat,26,Other Mead,B,Braggot,,,,,,2004,CLASSIC
DEL,945,733,Brother Adams Braggot Barleywine Ale,Brother Adams,26,Other Mead,B,Braggot,,,,,,2004,CLASSIC
DEL,946,734,White Winter Traditional Brackett ,White Winter,26,Other Mead,B,Braggot,,,,,,2004,CLASSIC
DEL,947,735,Jadwiga,Jadwiga,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,948,736,Hanssens/Lurgashall Mead the Gueuze,Hanssens/Lurgashall,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,949,737,Rabbit's Foot Private Reserve Pear Mead,Rabbit's Foot,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,950,738,White Winter Cherry Bracket,White Winter,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,951,739,Saba Tej,Saba,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,952,740,Mountain Meadows Trickster's Treat Agave Mead ,Mountain Meadows,26,Other Mead,C,Open Category Mead,,,,,,2004,CLASSIC
DEL,953,ADD,Intermiel Rosée,Intermiel,26,Other Mead,C,Open Category Mead,,,,,,2008,CLASSIC
DEL,954,ADD,Red Barn Cider Jonagold Semi-Dry (WA),Red Barn,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,955,ADD,Red Barn Cider Jonagold Sweetie Pie (WA),Red Barn,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,956,ADD,Aeppeltreow Barn Swallow Draft Cider (WI),AeppelTreow,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,957,ADD,Wandering Aengus Heirloom Blend Cider (OR),Wandering Aengus,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,958,ADD,Uncle John's Fruit House Winery Apple Hard Cider (MI),Uncle John's Fruit House Winery,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,959,ADD,Bellwether's Spyglass (NY),Bellwether's,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,960,ADD,West County Pippin (MA),West County,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,961,ADD,White Winter Hard Apple Cider (WI),White Winter,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,962,ADD,Harpoon Cider (MA),Harpoon,27,Standard Cider and Perry,A,Common Cider,,,,,,2008,CLASSIC
DEL,963,ADD,Westcott Bay Traditional Very Dry (WA),Westcott Bay,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,964,ADD,Westcott Bay Traditional Dry (WA),Westcott Bay,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,965,ADD,Westcott Bay Traditional Medium Sweet (WA),Westcott Bay,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,966,ADD,Farnum Hill Extra Dry,Farnum Hill,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,967,ADD,Farnum Hill Dry,Farnum Hill,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,968,745,Farnum Hill Farmhouse,Farnum Hill,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
DEL,969,ADD,Wandering Aengus Dry Cider (OR),Wandering Aengus,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,970,ADD,Red Barn Cider Burro Loco (WA),Red Barn,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,971,ADD,Bellwether Heritage (NY),Bellwether's,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,972,ADD,Oliver's Herefordshire Dry Cider (UK),Oliver's ,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,973,747,Hecks,Hecks,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
DEL,974,748,Dunkerton,Dunkerton,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
DEL,975,749,Burrow Hill ,Burrow Hill ,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
DEL,976,ADD,Gwatkin Yarlington Mill,Gwatkin,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,977,ADD,Aspall Dry Cider,Aspall,27,Standard Cider and Perry,B,English Cider,,,,,,2008,CLASSIC
DEL,978,750,West County Rheine du Pomme (MA),West County,27,Standard Cider and Perry,C,French Cider,,,,,,2004,CLASSIC
DEL,979,751,Rhyne Cider (CA),Rhyne Cider,27,Standard Cider and Perry,C,French Cider,,,,,,2004,CLASSIC
DEL,980,752,Eric Bordelet (various - France),Eric Bordelet,27,Standard Cider and Perry,C,French Cider,,,,,,2004,CLASSIC
DEL,981,753,Etienne Dupont (France),Etienne Dupont,27,Standard Cider and Perry,C,French Cider,,,,,,2004,CLASSIC
DEL,982,ADD,Etienne Dupont Organic (France),Etienne Dupont,27,Standard Cider and Perry,C,French Cider,,,,,,2008,CLASSIC
DEL,983,ADD,Bellot (France),Bellot,27,Standard Cider and Perry,C,French Cider,,,,,,2008,CLASSIC
DEL,984,ADD,White Winter Hard Pear Cider (WI),White Winter,27,Standard Cider and Perry,D,Common Perry,,,,,,2008,CLASSIC
DEL,985,ADD,Aeppeltreow Perry (WI),AeppelTreow,27,Standard Cider and Perry,D,Common Perry,,,,,,2008,CLASSIC
DEL,986,ADD,Blossomwood Laughing Pig Perry (WI),Blossomwood,27,Standard Cider and Perry,D,Common Perry,,,,,,2008,CLASSIC
DEL,987,ADD,Uncle John's Fruit House Winery Perry (MI),Uncle John's Fruit House Winery,27,Standard Cider and Perry,D,Common Perry,,,,,,2008,CLASSIC
DEL,988,755,"Eric Bordelet ""Poire Authentique"" (France)",Eric Bordelet,27,Standard Cider and Perry,E,Traditional Perry,,,,,,2004,CLASSIC
DEL,989,756,"Eric Bordelet ""Poire Granit"" (France)",Eric Bordelet,27,Standard Cider and Perry,E,Traditional Perry,,,,,,2004,CLASSIC
DEL,990,ADD,Gwatkin Blakeney Red Perry (UK),Gwatkin,27,Standard Cider and Perry,E,Traditional Perry,,,,,,2008,CLASSIC
DEL,991,ADD,Gwatkin Blakeney Herefordshire Dry Perry (UK),Gwatkin,27,Standard Cider and Perry,E,Traditional Perry,,,,,,2008,CLASSIC
DEL,992,757,(none),(none),28,Specialty Cider and Perry,A,New England Cider,,,,,,2004,CLASSIC
DEL,993,ADD,West County Blueberry-Apple Wine (MA),West County,28,Specialty Cider and Perry,B,Fruit Cider,,,,,,2008,CLASSIC
DEL,994,ADD,Aeppeltreow Red Poll Cran-Apple Draft Cider (WI),AeppelTreow,28,Specialty Cider and Perry,B,Fruit Cider,,,,,,2008,CLASSIC
DEL,995,ADD,Bellwether Cherry Street (NY),Bellwether's,28,Specialty Cider and Perry,B,Fruit Cider,,,,,,2008,CLASSIC
DEL,996,ADD,Uncle John's Fruit House Winery Cherry Hard Cider (MI),Uncle John's Fruit House Winery,28,Specialty Cider and Perry,B,Fruit Cider,,,,,,2008,CLASSIC
DEL,997,ADD,AeppelTreow Summer's End (WI),AeppelTreow,28,Specialty Cider and Perry,C,Applewine,,,,,,2008,CLASSIC
DEL,998,ADD,Wandering Aengus Pommeau (OR),Wandering Aengus,28,Specialty Cider and Perry,C,Applewine,,,,,,2008,CLASSIC
DEL,999,ADD,Uncle John's Fruit House Winery Fruit House Apple (MI),Uncle John's Fruit House Winery,28,Specialty Cider and Perry,C,Applewine,,,,,,2008,CLASSIC
DEL,1000,760,Irvine's Vintage Ciders,Irvine's,28,Specialty Cider and Perry,C,Applewine,,,,,,2004,CLASSIC
DEL,1001,ADD,Red Barn Cider Fire Barrel (WA),Red Barn,28,Specialty Cider and Perry,D,Other Specialty Cider/Perry,,,,,,2008,CLASSIC
DEL,1002,ADD,Aeppeltreow Pear Wine (WI),AeppelTreow,28,Specialty Cider and Perry,D,Other Specialty Cider/Perry,,,,,,2008,CLASSIC
DEL,1003,ADD,Aeppeltreow Sparrow Spiced Cider (WI),AeppelTreow,28,Specialty Cider and Perry,D,Other Specialty Cider/Perry,,,,,,2008,CLASSIC
,DEL,19,Müenchner Helles,Muenchner Helles,01,Light Lager,D,Munich Helles,,,,,,2004,CLASSIC
,DEL,22,Andechser Helles,Andechser,01,Light Lager,D,Munich Helles,,,,,,2004,CLASSIC
,DEL,31,Saratoga Lager,Saratoga,01,Light Lager,E,Dortmunder Export,,,,,,2004,CLASSIC
,DEL,50,Gosser Dark,Gosser,03,European Amber Lager,A,Vienna Lager,,,,,,2004,CLASSIC
,DEL,51,Noche Buena,Noche Buena,03,European Amber Lager,A,Vienna Lager,,,,,,2004,CLASSIC
,DEL,53,Samuel Adams Vienna Style Lager,Boston Beer Co.,03,European Amber Lager,A,Vienna Lager,,,,,,2004,CLASSIC
,DEL,62,Eggenberger Marzen,Eggenberger,03,European Amber Lager,B,Oktoberfest/Maerzen,,,,,,2004,CLASSIC
,DEL,87,Sapporo Black Beer,Sapporo,04,Dark Lager,C,Schwarzbier (Black Beer),,,,,,2004,CLASSIC
,DEL,91,Augustiner Hellerbock,Augustiner,05,Bock,A,Maibock/Helles Bock,,,,,,2004,CLASSIC
,DEL,103,Augustiner Maximator,Augustiner,05,Bock,C,Doppelbock,,,,,,2004,CLASSIC
,DEL,108,Samichlaus,Samichlaus,05,Bock,C,Doppelbock,,,,,,2004,CLASSIC
,DEL,119,Dave's Original Cream Ale (Molson),Molson,06,Light Hybrid Beer,A,Cream Ale,,,,,,2004,CLASSIC
,DEL,123,Catamount Gold,Catamount,06,Light Hybrid Beer,B,Blonde Ale,,,,,,2004,CLASSIC
,DEL,125,Coast Range California Blonde Ale,Coast Range,06,Light Hybrid Beer,B,Blonde Ale,,,,,,2004,CLASSIC
,DEL,128,Pete's Wicked Summer Brew,Pete's,06,Light Hybrid Beer,B,Blonde Ale,,,,,,2004,CLASSIC
,DEL,129,Deschutes Cascade Golden ,Deschutes,06,Light Hybrid Beer,B,Blonde Ale,,,,,,2004,CLASSIC
,DEL,140,Crooked River K̦olsch,Crooked River,06,Light Hybrid Beer,B,Kolsch,,,,,,2004,CLASSIC
,DEL,149,Anderson Valley High Rollers Wheat Beer,Anderson Valley,06,Light Hybrid Beer,D,American Wheat or Rye,,,,,,2004,CLASSIC
,DEL,151,O'Hanlon's Original Rye Beer ,O'Hanlon's,06,Light Hybrid Beer,D,American Wheat or Rye,,,,,,2004,CLASSIC
,DEL,156,St. Stan's Amber,St. Stan's,07,Amber Hybrid Beer,A,Northern German Altbier,,,,,,2004,CLASSIC
,DEL,160,Old Dominion Victory Amber,Old Dominion,07,Amber Hybrid Beer,B,California Common Beer,,,,,,2004,CLASSIC
,DEL,169,Widmer Ur-Alt ,Widmer,07,Amber Hybrid Beer,C,Dusseldorf Altbier,,,,,,2004,CLASSIC
,DEL,179,Robinson's Northern Glory,Robinson's,08,English Pale Ale,B,Special/Best/Premium Bitter,,,,,,2004,CLASSIC
,DEL,184,Harviestoun Bitter and Twisted,Harviestoun,08,English Pale Ale,B,Special/Best/Premium Bitter,,,,,,2004,CLASSIC
,DEL,225,Three Floyds Robert the Bruce ,Three Floyds,09,Scottish and Irish Ales,C,Scottish Export 80/-,,,,,,2004,CLASSIC
,DEL,226,Moling's Irish Red Ale,Moling,09,Scottish and Irish Ales,D,Irish Red Ale,,,,,,2004,CLASSIC
,DEL,241,Scotch du Silly,Scotch du Silly,09,Scottish and Irish Ales,E,Strong Scotch Ale,,,,,,2004,CLASSIC
,DEL,251,Pyramid Pale Ale,Pyramid,10,American Ale,A,American Pale Ale,,,,,,2004,CLASSIC
,DEL,259,Hoptown Paint the Town Red,Hoptown,10,American Ale,B,American Amber Ale,,,,,,2004,CLASSIC
,DEL,262,Great Lakes Cleveland Brown Ale,Great Lakes,10,American Ale,C,American Brown Ale,,,,,,2004,CLASSIC
,DEL,263,Avery Ellie's Brown Ale,Avery,10,American Ale,C,American Brown Ale,,,,,,2004,CLASSIC
,DEL,276,Goose Island PMD Mild ,Goose Island,11,English Brown Ale,A,Mild,,,,,,2004,CLASSIC
,DEL,278,Tolly Cobbold Cobnut Nut Brown Ale ,Tolly Cobbold,11,English Brown Ale,B,Southern English Brown,,,,,,2004,CLASSIC
,DEL,286,Nick Stafford's Nightmare Yorkshire Porter,Nick Stafford's,12,Porter,A,Brown Porter,,,,,,2004,CLASSIC
,DEL,288,Bateman's Salem Porter,Bateman's,12,Porter,A,Brown Porter,,,,,,2004,CLASSIC
,DEL,292,Geary's London Style Porter ,Geary's,12,Porter,A,Brown Porter,,,,,,2004,CLASSIC
,DEL,297,Thirsty Dog Old Leghumper,Thirsty Dog,12,Porter,B,Robust Porter,,,,,,2004,CLASSIC
,DEL,298,Otter Creek Stovepipe Porter,Otter Creek,12,Porter,B,Robust Porter,,,,,,2004,CLASSIC
,DEL,299,Portland Haystack Black Porter,Portland,12,Porter,B,Robust Porter,,,,,,2004,CLASSIC
,DEL,302,Redhook Blackhook Porter ,Redhook,12,Porter,B,Robust Porter,,,,,,2004,CLASSIC
,DEL,307,Dojlidy Polski (Poland),Dojlidy Polski,12,Porter,C,Baltic Porter,,,,,,2004,CLASSIC
,DEL,310,Kožlak Porter (Poland),Kozlak,12,Porter,C,Baltic Porter,,,,,,2004,CLASSIC
,DEL,321,Arbor Brewing Faricy Fest Irish Stout ,Arbor Brewing,13,Stout,A,Dry Stout,,,,,,2004,CLASSIC
,DEL,335,McNeill's Oatmeal Stout,McNeill's,13,Stout,C,Oatmeal Stout,,,,,,2004,CLASSIC
,DEL,336,Wild Goose Oatmeal Stout ,Wild Goose,13,Stout,C,Oatmeal Stout,,,,,,2004,CLASSIC
,DEL,347,Bell's Double Cream Stout ,Bell's,13,Stout,D,Foreign Extra Stout,,,,,,2004,CLASSIC
,DEL,351,Three Floyds Black Sun Stout,Three Floyds,13,Stout,E,American Stout,,,,,,2004,CLASSIC
,DEL,354,Bell's Kalamazoo Stout,Bell's,13,Stout,E,American Stout,,,,,,2004,CLASSIC
,DEL,356,Mendocino Black Hawk Stout ,Mendocino,13,Stout,E,American Stout,,,,,,2004,CLASSIC
,DEL,364,Dogfish Head World Wide Stout,Dogfish Head,13,Stout,F,Russian Imperial Stout,,,,,,2004,CLASSIC
,DEL,369,Newport Beach John Wayne Imperial Stout,Newport Beach,13,Stout,F,Russian Imperial Stout,,,,,,2004,CLASSIC
,DEL,376,King & Barnes IPA,King & Barnes,14,India Pale Ale,A,English IPA,,,,,,2004,CLASSIC
,DEL,378,Shipyard Fuggles IPA,Shipyard,14,India Pale Ale,A,English IPA,,,,,,2004,CLASSIC
,DEL,390,Mendocino White Hawk Select IPA ,Mendocino,14,India Pale Ale,B,American IPA,,,,,,2004,CLASSIC
,DEL,396,Moylan's Moylander Double IPA,Moylan's,14,India Pale Ale,C,Imperial IPA,,,,,,2004,CLASSIC
,DEL,398,Mendocino Eye of the Hawk. ,Mendocino,14,India Pale Ale,C,Imperial IPA,,,,,,2004,CLASSIC
,DEL,399,Schneider Weisse Original,Schneider,15,German Wheat and Rye Beer,A,Weizen/Weissbier,,,,,,2004,CLASSIC
,DEL,404,Capital Kloster Weizen,Capital,15,German Wheat and Rye Beer,A,Weizen/Weissbier,,,,,,2004,CLASSIC
,DEL,405,Sudwerk Hefeweizen,Sudwerk,15,German Wheat and Rye Beer,A,Weizen/Weissbier,,,,,,2004,CLASSIC
,DEL,406,Brooklyner Weisse,Brooklyner,15,German Wheat and Rye Beer,A,Weizen/Weissbier,,,,,,2004,CLASSIC
,DEL,408,Sprecher Hefeweizen ,Sprecher,15,German Wheat and Rye Beer,A,Weizen/Weissbier,,,,,,2004,CLASSIC
,DEL,413,Brooklyner Dunkel-Weisse ,Brooklyner,15,German Wheat and Rye Beer,B,Dunkelweizen,,,,,,2004,CLASSIC
,DEL,418,Pyramid Weizenbock,Pyramid,15,German Wheat and Rye Beer,C,Weizenbock,,,,,,2004,CLASSIC
,DEL,419,DeGroen's Weizenbock ,DeGroen's,15,German Wheat and Rye Beer,C,Weizenbock,,,,,,2004,CLASSIC
,DEL,424,Blanche de Bruges,Blanche de Bruges,16,Belgian and French Ale,A,Witbier,,,,,,2004,CLASSIC
,DEL,429,Blanche de Brooklyn,Blanche de Brooklyn,16,Belgian and French Ale,A,Witbier,,,,,,2004,CLASSIC
,DEL,430,Great Lakes Holy Moses,Great Lakes,16,Belgian and French Ale,A,Witbier,,,,,,2004,CLASSIC
,DEL,432,Blue Moon Belgian White ,Blue Moon,16,Belgian and French Ale,A,Witbier,,,,,,2004,CLASSIC
,DEL,438,Vieux-Temps,Vieux-Temps,16,Belgian and French Ale,B,Belgian Pale Ale,,,,,,2004,CLASSIC
,DEL,442,Foret and Moinette Blonde,Foret and Moinette,16,Belgian and French Ale,C,Saison,,,,,,2004,CLASSIC
,DEL,443,Fantome Saison(s),Fantô̫me,16,Belgian and French Ale,C,Saison,,,,,,2004,CLASSIC
,DEL,444,Saison de Pipaix and La Folie,Saison de Pipaix and La Folie,16,Belgian and French Ale,C,Saison,,,,,,2004,CLASSIC
,DEL,450,Brooklyn Saison,Brooklyn,16,Belgian and French Ale,C,Saison,,,,,,2004,CLASSIC
,DEL,453,Pizza Port-Carlsbad Saison ,Pizza Port,16,Belgian and French Ale,C,Saison,,,,,,2004,CLASSIC
,DEL,454,Jenlain (brown),Jenlain,16,Belgian and French Ale,D,Biere de Garde,,,,,,2004,CLASSIC
,DEL,577,Brooklyn Triple,Brooklyn,18,Begian Strong Ale,C,Belgian Tripel,,,,,,2004,CLASSIC
,DEL,595,Abbaye des Rocs Grand Cru,Abbaye des Rocs,18,Begian Strong Ale,E,Belgian Dark Strong Ale,,,,,,2004,CLASSIC
,DEL,612,Hudson Valley Old Man Ale,Hudson Valley,19,Strong Ale,A,Old Ale,,,,,,2004,CLASSIC
,DEL,623,Lakefront Beer Line,Lakefront,19,Strong Ale,B,English Barleywine,,,,,,2004,CLASSIC
,DEL,624,Heavyweight Old Salty ,Heavyweight,19,Strong Ale,B,English Barleywine,,,,,,2004,CLASSIC
,DEL,629,Brooklyn Monster Ale,Brooklyn,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
,DEL,632,Weyerbacher Blithering Idiot,Weyerbacher,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
,DEL,634,Old Dominion Millennium,Old Dominion,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
,DEL,638,Left Hand Widdershins ,Left Hand,19,Strong Ale,C,American Barleywine,,,,,,2004,CLASSIC
,DEL,642,Pete's Wicked Strawberry Blonde,Pete's,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
,DEL,648,New Glarus Belgian Red,New Glarus,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
,DEL,649,New Glarus Cherry Tart,New Glarus,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
,DEL,654,BluCreek Blueberry Ale,BluCreek,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
,DEL,655,Spanish Peaks Raspberry Wheat ,Spanish Peaks,20,Fruit Beer,A,Fruit Beer,,,,,,2004,CLASSIC
,DEL,658,Stoney Creek Vanilla Porter,Stoney Creek,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
,DEL,663,Bell's Harry Magill's Spiced Stout,Bell's,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
,DEL,666,Dogfish Head Chicory Stout,Dogfish Head,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
,DEL,671,Rogue Chocolate Porter,Rogue,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
,DEL,672,Mexicali Rogue,Mexicali Rogue,21,Spice/Herb/Vegetable Beer,A,Spice/Herb/Vegetable Beer,,,,,,2004,CLASSIC
,DEL,685,Spezial Rauchbier,Spezial Rauchbier,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2004,CLASSIC
,DEL,690,Arcadia London Porter,Arcadia,22,Smoke Flavored and Wood Aged Beer,B,Other Smoked Beer,,,,,,2004,CLASSIC
,DEL,699,MacTarnahan's Oak-Aged IPA,MacTarnahan's,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
,DEL,701,Greene King Olde Suffolk Ale,Greene King,22,Smoke Flavored and Wood Aged Beer,C,Wood-Aged Beer,,,,,,2004,CLASSIC
,DEL,705,Lakefront Riverwest Steinbeer,Lakefront,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
,DEL,712,Rogue Yellow Snow,Rogue,23,Specialty Beer,A,Specialty Beer,,,,,,2004,CLASSIC
,DEL,742,White Oak Traditional,White Oak,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
,DEL,743,White Oak Kingston Black,White Oak,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
,DEL,744,Westcott Bay Vintage,Westcott Bay,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
,DEL,746,Farnum Hill Kingston Black,Farnum Hill,27,Standard Cider and Perry,B,English Cider,,,,,,2004,CLASSIC
,DEL,759,"AeppelTreow ""Appely""",AeppelTreow,28,Specialty Cider and Perry,C,Applewine,,,,,,2004,CLASSIC
